,width,depth,slope,discharge,bankfull,source,site_id
5273,3.0,0.4,0.0193,1.1,True,"Phillips, 2021","Phillips, 2021"
5274,10.0,0.53,0.0094,4.8,True,"Phillips, 2021","Phillips, 2021"
5275,10.0,0.42,0.0115,3.8,True,"Phillips, 2021","Phillips, 2021"
5276,5.0,0.56,0.0125,3.5,True,"Phillips, 2021","Phillips, 2021"
5277,5.06,0.58,0.0015,4.81,True,"Phillips, 2021","Phillips, 2021"
5278,3.14,0.4,0.0039,1.36,True,"Phillips, 2021","Phillips, 2021"
5279,7.1,0.76,0.0025,1.41,True,"Phillips, 2021","Phillips, 2021"
5280,9.54,0.94,0.0025,3.1,True,"Phillips, 2021","Phillips, 2021"
5281,2.35,0.24,0.0049,0.55,True,"Phillips, 2021","Phillips, 2021"
5282,7.89,0.61,0.0038,3.28,True,"Phillips, 2021","Phillips, 2021"
5283,2722.0,38.0,2.1e-05,161330.0,True,"Phillips, 2021","Phillips, 2021"
5284,385.0,6.0,0.00015,3200.0,True,"Phillips, 2021","Phillips, 2021"
5285,507.0,6.6,0.0001,3700.0,True,"Phillips, 2021","Phillips, 2021"
5286,621.0,7.5,9.8e-05,6000.0,True,"Phillips, 2021","Phillips, 2021"
5287,3400.0,15.0,6.8e-05,60000.0,True,"Phillips, 2021","Phillips, 2021"
5288,1042.0,16.0,3.6e-05,21000.0,True,"Phillips, 2021","Phillips, 2021"
5289,1028.0,15.0,4.1e-05,20000.0,True,"Phillips, 2021","Phillips, 2021"
5290,1770.0,17.4,6e-05,64600.0,True,"Phillips, 2021","Phillips, 2021"
5291,1320.0,11.7,4.4e-05,17140.0,True,"Phillips, 2021","Phillips, 2021"
5292,1490.0,13.5,4.9e-05,27330.0,True,"Phillips, 2021","Phillips, 2021"
5293,1330.0,13.1,4.8e-05,20500.0,True,"Phillips, 2021","Phillips, 2021"
5294,1043.0,43.0,1.6e-05,90000.0,True,"Phillips, 2021","Phillips, 2021"
5295,3201.0,26.5,1.8e-05,120000.0,True,"Phillips, 2021","Phillips, 2021"
5296,2140.0,19.5,3.4e-05,70000.0,True,"Phillips, 2021","Phillips, 2021"
5297,2160.0,17.0,3.8e-05,60000.0,True,"Phillips, 2021","Phillips, 2021"
5298,1150.0,16.84,0.00011,12300.0,True,"Phillips, 2021","Phillips, 2021"
5299,9.1,0.7,0.008,5.4,True,"Phillips, 2021","Phillips, 2021"
5300,13.7,0.8,0.012,20.4,True,"Phillips, 2021","Phillips, 2021"
5301,6.4,0.4,0.026,2.3,True,"Phillips, 2021","Phillips, 2021"
5302,10.1,0.5,0.018,9.5,True,"Phillips, 2021","Phillips, 2021"
5303,2.47,0.37,0.05,0.4,True,"Phillips, 2021","Phillips, 2021"
5304,2.7,0.2,0.035,0.5,True,"Phillips, 2021","Phillips, 2021"
5305,2.7,0.1,0.012,1.7,True,"Phillips, 2021","Phillips, 2021"
5306,36.6,0.7,0.003,39.6,True,"Phillips, 2021","Phillips, 2021"
5307,4.3,0.5,0.011,2.1,True,"Phillips, 2021","Phillips, 2021"
5308,6.4,0.3,0.008,3.5,True,"Phillips, 2021","Phillips, 2021"
5309,7.3,0.4,0.013,4.0,True,"Phillips, 2021","Phillips, 2021"
5310,3.0,0.2,0.0139999999999999,0.2,True,"Phillips, 2021","Phillips, 2021"
5311,1.9,0.2,0.031,0.4,True,"Phillips, 2021","Phillips, 2021"
5312,4.3,0.6,0.01,1.6,True,"Phillips, 2021","Phillips, 2021"
5313,13.7,0.8,0.003,9.8,True,"Phillips, 2021","Phillips, 2021"
5314,7.6,0.5,0.042,3.7,True,"Phillips, 2021","Phillips, 2021"
5315,10.4,0.6,0.024,7.4,True,"Phillips, 2021","Phillips, 2021"
5316,2.5,0.3,0.051,0.4,True,"Phillips, 2021","Phillips, 2021"
5317,9.1,0.4,0.047,19.0,True,"Phillips, 2021","Phillips, 2021"
5318,17.37,0.82,0.003,25.97,True,"Phillips, 2021","Phillips, 2021"
5319,17.4,0.5,0.004,32.3,True,"Phillips, 2021","Phillips, 2021"
5320,1.3,0.2,0.06,0.3,True,"Phillips, 2021","Phillips, 2021"
5321,22.9,0.6,0.01,15.7,True,"Phillips, 2021","Phillips, 2021"
5322,5.8,0.3,0.0279999999999999,1.9,True,"Phillips, 2021","Phillips, 2021"
5323,11.9,0.7,0.016,13.6,True,"Phillips, 2021","Phillips, 2021"
5324,22.3,0.6,0.004,32.0,True,"Phillips, 2021","Phillips, 2021"
5325,11.58,0.46,0.004,5.52,True,"Phillips, 2021","Phillips, 2021"
5326,7.9,0.8,0.01,6.8,True,"Phillips, 2021","Phillips, 2021"
5327,7.6,0.7,0.0069999999999999,7.8,True,"Phillips, 2021","Phillips, 2021"
5328,6.7,0.5,0.035,5.9,True,"Phillips, 2021","Phillips, 2021"
5329,2.7,0.2,0.033,0.4,True,"Phillips, 2021","Phillips, 2021"
5330,3.0,0.3,0.049,0.8,True,"Phillips, 2021","Phillips, 2021"
5331,10.1,0.6,0.02,10.6,True,"Phillips, 2021","Phillips, 2021"
5332,5.5,0.5,0.053,5.6,True,"Phillips, 2021","Phillips, 2021"
5333,14.9,0.6,0.015,12.5,True,"Phillips, 2021","Phillips, 2021"
5334,4.6,0.5,0.03,1.7,True,"Phillips, 2021","Phillips, 2021"
5335,5.8,0.7,0.05,2.7,True,"Phillips, 2021","Phillips, 2021"
5336,7.9,0.4,0.0279999999999999,3.7,True,"Phillips, 2021","Phillips, 2021"
5337,10.4,0.5,0.01,17.5,True,"Phillips, 2021","Phillips, 2021"
5338,4.3,0.3,0.022,1.2,True,"Phillips, 2021","Phillips, 2021"
5339,9.14,0.67,0.0139999999999999,5.41,True,"Phillips, 2021","Phillips, 2021"
5340,4.57,0.37,0.033,1.44,True,"Phillips, 2021","Phillips, 2021"
5341,105.0,4.68,0.0002,570.0,True,"Phillips, 2021","Phillips, 2021"
5342,11.0,1.12,0.022,16.84,True,"Phillips, 2021","Phillips, 2021"
5343,18.0,1.2,0.0007,23.0,True,"Phillips, 2021","Phillips, 2021"
5344,18.23,1.04,0.005,37.1,True,"Phillips, 2021","Phillips, 2021"
5345,1.97,0.15,0.004,0.34,True,"Phillips, 2021","Phillips, 2021"
5346,13.81,1.01,0.002,32.85,True,"Phillips, 2021","Phillips, 2021"
5347,3.44,0.18,0.015,0.76,True,"Phillips, 2021","Phillips, 2021"
5348,15.33,0.34,0.004,4.84,True,"Phillips, 2021","Phillips, 2021"
5349,2.93,0.34,0.006,0.96,True,"Phillips, 2021","Phillips, 2021"
5350,13.87,0.76,0.001,24.15,True,"Phillips, 2021","Phillips, 2021"
5351,27.95,2.04,0.001,117.51,True,"Phillips, 2021","Phillips, 2021"
5352,29.38,1.86,0.002,100.52,True,"Phillips, 2021","Phillips, 2021"
5353,2.86,0.3,0.0069999999999999,0.88,True,"Phillips, 2021","Phillips, 2021"
5354,8.9,0.64,0.004,8.58,True,"Phillips, 2021","Phillips, 2021"
5355,2.39,0.15,0.009,0.28,True,"Phillips, 2021","Phillips, 2021"
5356,2.76,0.18,0.015,0.57,True,"Phillips, 2021","Phillips, 2021"
5357,6.37,0.55,0.003,7.7,True,"Phillips, 2021","Phillips, 2021"
5358,8.66,0.61,0.002,5.8,True,"Phillips, 2021","Phillips, 2021"
5359,41.15,1.65,0.004,197.65,True,"Phillips, 2021","Phillips, 2021"
5360,20.91,0.76,0.006,32.28,True,"Phillips, 2021","Phillips, 2021"
5361,45.72,1.83,0.0004,169.9,True,"Phillips, 2021","Phillips, 2021"
5362,31.7,1.83,0.0006,37.94,True,"Phillips, 2021","Phillips, 2021"
5363,4.57,0.91,0.0015,2.78,True,"Phillips, 2021","Phillips, 2021"
5364,31.09,1.68,0.0009,96.28,True,"Phillips, 2021","Phillips, 2021"
5365,24.38,1.22,0.0011,31.15,True,"Phillips, 2021","Phillips, 2021"
5366,0.91,0.3,0.0066,0.57,True,"Phillips, 2021","Phillips, 2021"
5367,3.05,0.43,0.0072,1.1,True,"Phillips, 2021","Phillips, 2021"
5368,44.2,1.74,0.0008,93.45,True,"Phillips, 2021","Phillips, 2021"
5369,0.82,0.18,0.0195,0.28,True,"Phillips, 2021","Phillips, 2021"
5370,7.62,0.73,0.0012,2.15,True,"Phillips, 2021","Phillips, 2021"
5371,12.19,0.82,0.0013,11.33,True,"Phillips, 2021","Phillips, 2021"
5372,3.05,0.52,0.003,2.83,True,"Phillips, 2021","Phillips, 2021"
5373,27.43,1.16,0.0005,53.8,True,"Phillips, 2021","Phillips, 2021"
5374,15.85,1.22,0.0006,11.61,True,"Phillips, 2021","Phillips, 2021"
5375,3.66,0.49,0.0016,0.99,True,"Phillips, 2021","Phillips, 2021"
5376,0.61,0.37,0.01,0.24,True,"Phillips, 2021","Phillips, 2021"
5377,22.86,1.13,0.0012,29.73,True,"Phillips, 2021","Phillips, 2021"
5378,15.24,1.22,0.0007,12.74,True,"Phillips, 2021","Phillips, 2021"
5379,4.57,0.46,0.0011,2.27,True,"Phillips, 2021","Phillips, 2021"
5380,8.53,0.7,0.0005,4.25,True,"Phillips, 2021","Phillips, 2021"
5381,3.05,0.46,0.0014,0.68,True,"Phillips, 2021","Phillips, 2021"
5382,1.22,0.4,0.0057,2.1,True,"Phillips, 2021","Phillips, 2021"
5383,0.91,0.21,0.016,0.37,True,"Phillips, 2021","Phillips, 2021"
5384,20.73,1.13,0.0016,25.23,True,"Phillips, 2021","Phillips, 2021"
5385,14.33,0.55,0.0023,8.5,True,"Phillips, 2021","Phillips, 2021"
5386,56.0,5.85,0.000104,193.5,True,"Phillips, 2021","Phillips, 2021"
5387,18.6,3.17,0.000113,14.8,True,"Phillips, 2021","Phillips, 2021"
5388,5.3,0.5,0.013,7.2,True,"Phillips, 2021","Phillips, 2021"
5389,14.2,0.9,0.021,32.1,True,"Phillips, 2021","Phillips, 2021"
5390,13.0,0.9,0.004,21.7,True,"Phillips, 2021","Phillips, 2021"
5391,25.8,1.0,0.004,47.8,True,"Phillips, 2021","Phillips, 2021"
5392,7.4,0.6,0.0279999999999999,12.5,True,"Phillips, 2021","Phillips, 2021"
5393,8.3,0.7,0.006,16.9,True,"Phillips, 2021","Phillips, 2021"
5394,23.7,1.6,0.003,76.9,True,"Phillips, 2021","Phillips, 2021"
5395,15.4,1.0,0.003,36.1,True,"Phillips, 2021","Phillips, 2021"
5396,2.9,0.3,0.013,1.1,True,"Phillips, 2021","Phillips, 2021"
5397,24.0,1.5,0.004,77.2,True,"Phillips, 2021","Phillips, 2021"
5398,2.0,0.2,0.023,0.7,True,"Phillips, 2021","Phillips, 2021"
5399,2.0,0.2,0.047,0.2,True,"Phillips, 2021","Phillips, 2021"
5400,4.5,0.4,0.0007,1.0,True,"Phillips, 2021","Phillips, 2021"
5401,5.5,0.6,0.0014,1.8,True,"Phillips, 2021","Phillips, 2021"
5402,8.2,0.3,0.0013,1.1,True,"Phillips, 2021","Phillips, 2021"
5403,5.3,0.9,0.0002,2.2,True,"Phillips, 2021","Phillips, 2021"
5404,5.76,0.51,0.016,3.24,True,"Phillips, 2021","Phillips, 2021"
5405,15.58,0.58,0.0059,17.38,True,"Phillips, 2021","Phillips, 2021"
5406,12.3,0.8,0.005,17.8,True,"Phillips, 2021","Phillips, 2021"
5407,13.2,1.2,0.0008,18.8,True,"Phillips, 2021","Phillips, 2021"
5408,26.3,1.8,0.0013,75.3,True,"Phillips, 2021","Phillips, 2021"
5409,30.78,1.43,0.0021,74.02,True,"Phillips, 2021","Phillips, 2021"
5410,13.7,1.2,0.0022,29.2,True,"Phillips, 2021","Phillips, 2021"
5411,16.5,1.0,0.0016,25.9,True,"Phillips, 2021","Phillips, 2021"
5412,13.3,0.6,0.0165,10.3,True,"Phillips, 2021","Phillips, 2021"
5413,15.8,1.0,0.0052,29.0,True,"Phillips, 2021","Phillips, 2021"
5414,17.7,1.0,0.012,37.8,True,"Phillips, 2021","Phillips, 2021"
5415,15.85,1.19,0.0021,29.59,True,"Phillips, 2021","Phillips, 2021"
5416,20.1,1.2,0.0025,39.3,True,"Phillips, 2021","Phillips, 2021"
5417,20.4,1.8,0.0014,72.5,True,"Phillips, 2021","Phillips, 2021"
5418,20.4,1.3,0.0052,55.5,True,"Phillips, 2021","Phillips, 2021"
5419,25.36,1.46,0.0019,52.87,True,"Phillips, 2021","Phillips, 2021"
5420,23.62,1.34,0.0014,59.44,True,"Phillips, 2021","Phillips, 2021"
5421,5.82,0.5,0.0061,4.6,True,"Phillips, 2021","Phillips, 2021"
5422,20.73,1.5,0.0019,47.4,True,"Phillips, 2021","Phillips, 2021"
5423,15.18,1.54,0.0005,29.0,True,"Phillips, 2021","Phillips, 2021"
5424,4.03,0.44,0.012,3.25,True,"Phillips, 2021","Phillips, 2021"
5425,22.98,1.27,0.0024,43.35,True,"Phillips, 2021","Phillips, 2021"
5426,10.55,0.37,0.012,6.22,True,"Phillips, 2021","Phillips, 2021"
5427,5.36,0.55,0.0023,2.43,True,"Phillips, 2021","Phillips, 2021"
5428,16.4,1.2,0.0004,9.6,True,"Phillips, 2021","Phillips, 2021"
5429,11.1,0.9,0.0003,6.3,True,"Phillips, 2021","Phillips, 2021"
5430,35.75,1.49,0.004,77.19,True,"Phillips, 2021","Phillips, 2021"
5431,9.05,0.52,0.011,5.18,True,"Phillips, 2021","Phillips, 2021"
5432,2.26,0.22,0.01,0.34,True,"Phillips, 2021","Phillips, 2021"
5433,11.3,1.0,0.0014,15.3,True,"Phillips, 2021","Phillips, 2021"
5434,10.2,0.7,0.0004,2.8,True,"Phillips, 2021","Phillips, 2021"
5435,9.2,0.9,0.001,7.7,True,"Phillips, 2021","Phillips, 2021"
5436,11.83,0.95,0.0014,13.16,True,"Phillips, 2021","Phillips, 2021"
5437,17.3,1.5,0.0002,19.1,True,"Phillips, 2021","Phillips, 2021"
5438,54.9,1.71,0.000632,154.9,True,"Phillips, 2021","Phillips, 2021"
5439,24.4,1.89,0.0006,65.0,True,"Phillips, 2021","Phillips, 2021"
5440,7.6,1.4,0.0007099999999999,23.4,True,"Phillips, 2021","Phillips, 2021"
5441,88.4,4.5,0.0001,427.0,True,"Phillips, 2021","Phillips, 2021"
5442,42.7,4.69,0.0002399999999999,313.9,True,"Phillips, 2021","Phillips, 2021"
5443,56.4,1.89,0.0001,73.1,True,"Phillips, 2021","Phillips, 2021"
5444,67.1,1.71,0.0001,73.1,True,"Phillips, 2021","Phillips, 2021"
5445,33.5,2.9,0.0006,303.0,True,"Phillips, 2021","Phillips, 2021"
5446,25.9,2.8,0.00026,90.7,True,"Phillips, 2021","Phillips, 2021"
5447,48.8,3.11,0.00053,252.0,True,"Phillips, 2021","Phillips, 2021"
5448,17.89,1.38,0.001,23.53,True,"Phillips, 2021","Phillips, 2021"
5449,41.45,1.37,0.002,176.13,True,"Phillips, 2021","Phillips, 2021"
5450,49.99,1.62,0.0069999999999999,210.39,True,"Phillips, 2021","Phillips, 2021"
5451,33.22,1.71,0.001,46.16,True,"Phillips, 2021","Phillips, 2021"
5452,10.91,0.4,0.005,2.86,True,"Phillips, 2021","Phillips, 2021"
5453,27.71,0.78,0.0069999999999999,64.0,True,"Phillips, 2021","Phillips, 2021"
5454,32.92,1.1,0.008,48.7,True,"Phillips, 2021","Phillips, 2021"
5455,20.73,1.07,0.001,27.24,True,"Phillips, 2021","Phillips, 2021"
5456,44.81,1.33,0.004,101.94,True,"Phillips, 2021","Phillips, 2021"
5457,17.16,0.94,0.008,33.98,True,"Phillips, 2021","Phillips, 2021"
5458,11.67,0.5,0.026,9.23,True,"Phillips, 2021","Phillips, 2021"
5459,12.62,1.19,0.004,20.33,True,"Phillips, 2021","Phillips, 2021"
5460,34.75,0.9,0.005,74.19,True,"Phillips, 2021","Phillips, 2021"
5461,46.94,2.79,0.001,127.99,True,"Phillips, 2021","Phillips, 2021"
5462,45.11,1.53,0.002,112.13,True,"Phillips, 2021","Phillips, 2021"
5463,28.8,1.05,0.004,55.5,True,"Phillips, 2021","Phillips, 2021"
5464,48.77,1.3,0.002,91.75,True,"Phillips, 2021","Phillips, 2021"
5465,15.64,0.55,0.006,11.33,True,"Phillips, 2021","Phillips, 2021"
5466,15.2,2.44,0.004,16.76,True,"Phillips, 2021","Phillips, 2021"
5467,4.5,0.61,0.0008,1.27,True,"Phillips, 2021","Phillips, 2021"
5468,14.4,1.62,0.001,12.43,True,"Phillips, 2021","Phillips, 2021"
5469,35.5,1.46,0.0006,37.66,True,"Phillips, 2021","Phillips, 2021"
5470,10.4,1.04,0.00058,6.14,True,"Phillips, 2021","Phillips, 2021"
5471,7.1,0.37,0.0002,0.65,True,"Phillips, 2021","Phillips, 2021"
5472,29.1,2.29,0.0012,35.68,True,"Phillips, 2021","Phillips, 2021"
5473,6.6,0.27,0.00047,0.48,True,"Phillips, 2021","Phillips, 2021"
5474,3.7,0.18,0.00011,0.2,True,"Phillips, 2021","Phillips, 2021"
5475,40.6,2.01,0.0012,75.04,True,"Phillips, 2021","Phillips, 2021"
5476,10.9,1.07,0.0001699999999999,7.36,True,"Phillips, 2021","Phillips, 2021"
5477,3.3,0.3,0.0026,0.59,True,"Phillips, 2021","Phillips, 2021"
5478,35.5,1.46,0.0006,37.66,True,"Phillips, 2021","Phillips, 2021"
5479,14.5,1.49,0.00018,14.95,True,"Phillips, 2021","Phillips, 2021"
5480,11.7,2.23,0.0002,10.62,True,"Phillips, 2021","Phillips, 2021"
5481,14.45,1.62,0.0002299999999999,12.43,True,"Phillips, 2021","Phillips, 2021"
5482,11.7,1.43,0.00078,9.97,True,"Phillips, 2021","Phillips, 2021"
5483,10.09,1.68,0.00021,11.27,True,"Phillips, 2021","Phillips, 2021"
5484,6.1,1.46,0.0008,7.02,True,"Phillips, 2021","Phillips, 2021"
5485,11.03,0.94,0.00056,7.19,True,"Phillips, 2021","Phillips, 2021"
5486,14.17,1.37,0.0001699999999999,8.81,True,"Phillips, 2021","Phillips, 2021"
5487,18.04,1.92,0.0005099999999999,37.1,True,"Phillips, 2021","Phillips, 2021"
5488,34.0,2.4,0.011,120.0,True,"Phillips, 2021","Phillips, 2021"
5489,33.9,1.0,0.0009,38.2,True,"Phillips, 2021","Phillips, 2021"
5490,14.9,0.9,0.0028,6.4,True,"Phillips, 2021","Phillips, 2021"
5491,40.9,1.7,0.0018,45.3,True,"Phillips, 2021","Phillips, 2021"
5492,14.2,0.6,0.0012,1.4,True,"Phillips, 2021","Phillips, 2021"
5493,32.6,1.2,0.0002,25.2,True,"Phillips, 2021","Phillips, 2021"
5494,140.0,5.0,0.0002,1200.0,True,"Phillips, 2021","Phillips, 2021"
5495,145.0,3.0,0.0003,980.0,True,"Phillips, 2021","Phillips, 2021"
5496,160.0,3.0,0.0006,830.0,True,"Phillips, 2021","Phillips, 2021"
5497,35.57,1.1,0.001,82.12,True,"Phillips, 2021","Phillips, 2021"
5498,10.06,0.46,0.012,5.15,True,"Phillips, 2021","Phillips, 2021"
5499,35.51,1.01,0.001,59.47,True,"Phillips, 2021","Phillips, 2021"
5500,37.7,0.94,0.009,67.96,True,"Phillips, 2021","Phillips, 2021"
5501,31.09,1.16,0.013,72.94,True,"Phillips, 2021","Phillips, 2021"
5502,3.4,0.37,0.0018,3.4,True,"Phillips, 2021","Phillips, 2021"
5503,41.6,1.67,0.001,142.0,True,"Phillips, 2021","Phillips, 2021"
5504,142.5,5.27,0.0003,2210.0,True,"Phillips, 2021","Phillips, 2021"
5505,187.0,5.12,0.001,2607.0,True,"Phillips, 2021","Phillips, 2021"
5506,9.88,0.5,0.018,8.47,True,"Phillips, 2021","Phillips, 2021"
5507,59.44,2.12,0.001,178.96,True,"Phillips, 2021","Phillips, 2021"
5508,10.96,0.53,0.021,7.67,True,"Phillips, 2021","Phillips, 2021"
5509,4.83,0.49,0.033,2.24,True,"Phillips, 2021","Phillips, 2021"
5510,10.9,0.66,0.018,8.41,True,"Phillips, 2021","Phillips, 2021"
5511,20.23,1.22,0.001,29.17,True,"Phillips, 2021","Phillips, 2021"
5512,18.48,0.84,0.0074,32.6,True,"Phillips, 2021","Phillips, 2021"
5513,42.43,1.2,0.002,89.2,True,"Phillips, 2021","Phillips, 2021"
5514,17.07,0.97,0.004,22.5,True,"Phillips, 2021","Phillips, 2021"
5515,52.63,1.47,0.001,181.2,True,"Phillips, 2021","Phillips, 2021"
5516,5.18,0.27,0.02,1.47,True,"Phillips, 2021","Phillips, 2021"
5517,46.63,1.0,0.002,79.9,True,"Phillips, 2021","Phillips, 2021"
5518,54.1,1.52,0.002,182.36,True,"Phillips, 2021","Phillips, 2021"
5519,21.7,0.73,0.01,56.07,True,"Phillips, 2021","Phillips, 2021"
5520,45.59,1.52,0.001,114.68,True,"Phillips, 2021","Phillips, 2021"
5521,24.52,1.31,0.008,78.44,True,"Phillips, 2021","Phillips, 2021"
5522,20.14,1.6,0.001,31.43,True,"Phillips, 2021","Phillips, 2021"
5523,25.78,0.67,0.0035,37.7,True,"Phillips, 2021","Phillips, 2021"
5524,24.13,1.07,0.01,48.7,True,"Phillips, 2021","Phillips, 2021"
5525,15.16,1.22,0.001,14.36,True,"Phillips, 2021","Phillips, 2021"
5526,20.45,0.75,0.0139999999999999,15.57,True,"Phillips, 2021","Phillips, 2021"
5527,15.68,1.1,0.003,12.3,True,"Phillips, 2021","Phillips, 2021"
5528,11.55,0.58,0.002,2.5,True,"Phillips, 2021","Phillips, 2021"
5529,15.92,0.97,0.009,17.36,True,"Phillips, 2021","Phillips, 2021"
5530,4.92,0.39,0.017,1.93,True,"Phillips, 2021","Phillips, 2021"
5531,25.51,1.25,0.004,70.79,True,"Phillips, 2021","Phillips, 2021"
5532,16.83,0.8,0.001,9.9,True,"Phillips, 2021","Phillips, 2021"
5533,6.7,0.27,0.003,1.1,True,"Phillips, 2021","Phillips, 2021"
5534,11.64,0.47,0.009,7.39,True,"Phillips, 2021","Phillips, 2021"
5535,12.41,0.62,0.005,7.65,True,"Phillips, 2021","Phillips, 2021"
5536,68.99,2.79,0.001,182.36,True,"Phillips, 2021","Phillips, 2021"
5537,4.65,0.49,0.02,2.04,True,"Phillips, 2021","Phillips, 2021"
5538,17.22,0.55,0.019,2.83,True,"Phillips, 2021","Phillips, 2021"
5539,11.43,0.77,0.006,12.4,True,"Phillips, 2021","Phillips, 2021"
5540,53.48,1.8,0.002,136.77,True,"Phillips, 2021","Phillips, 2021"
5541,18.26,1.2,0.002,19.2,True,"Phillips, 2021","Phillips, 2021"
5542,17.33,1.06,0.005,19.54,True,"Phillips, 2021","Phillips, 2021"
5543,3.37,0.22,0.035,0.82,True,"Phillips, 2021","Phillips, 2021"
5544,97.55,1.75,0.002,236.16,True,"Phillips, 2021","Phillips, 2021"
5545,8.01,0.35,0.0139999999999999,4.93,True,"Phillips, 2021","Phillips, 2021"
5546,14.68,1.06,0.011,9.74,True,"Phillips, 2021","Phillips, 2021"
5547,11.38,0.68,0.052,2.49,True,"Phillips, 2021","Phillips, 2021"
5548,8.3,0.3,0.0139999999999999,4.4,True,"Phillips, 2021","Phillips, 2021"
5549,57.2,2.07,0.001,117.2,True,"Phillips, 2021","Phillips, 2021"
5550,10.17,0.27,0.023,4.25,True,"Phillips, 2021","Phillips, 2021"
5551,16.48,0.85,0.005,17.84,True,"Phillips, 2021","Phillips, 2021"
5552,10.71,0.45,0.025,3.77,True,"Phillips, 2021","Phillips, 2021"
5553,35.56,2.12,0.001,87.78,True,"Phillips, 2021","Phillips, 2021"
5554,19.0,1.5,0.003,29.73,True,"Phillips, 2021","Phillips, 2021"
5555,10.96,0.53,0.021,7.67,True,"Phillips, 2021","Phillips, 2021"
5556,49.15,1.71,0.003,175.56,True,"Phillips, 2021","Phillips, 2021"
5557,10.9,0.66,0.018,8.41,True,"Phillips, 2021","Phillips, 2021"
5558,20.86,0.79,0.012,34.83,True,"Phillips, 2021","Phillips, 2021"
5559,24.52,1.31,0.008,78.44,True,"Phillips, 2021","Phillips, 2021"
5560,59.34,1.87,0.005,200.2,True,"Phillips, 2021","Phillips, 2021"
5561,59.34,1.87,0.005,200.2,True,"Phillips, 2021","Phillips, 2021"
5562,14.6,0.55,0.009,5.55,True,"Phillips, 2021","Phillips, 2021"
5563,16.75,0.76,0.019,19.23,True,"Phillips, 2021","Phillips, 2021"
5564,35.38,1.34,0.005,68.53,True,"Phillips, 2021","Phillips, 2021"
5565,45.11,1.77,0.002,159.71,True,"Phillips, 2021","Phillips, 2021"
5566,13.11,0.82,0.002,9.17,True,"Phillips, 2021","Phillips, 2021"
5567,17.07,0.7,0.01,22.74,True,"Phillips, 2021","Phillips, 2021"
5568,31.15,1.28,0.005,118.36,True,"Phillips, 2021","Phillips, 2021"
5569,16.96,0.76,0.01,33.13,True,"Phillips, 2021","Phillips, 2021"
5570,33.26,1.01,0.004,60.03,True,"Phillips, 2021","Phillips, 2021"
5571,33.73,1.73,0.002,142.43,True,"Phillips, 2021","Phillips, 2021"
5572,31.48,1.85,0.002,85.52,True,"Phillips, 2021","Phillips, 2021"
5573,19.96,0.7,0.01,25.88,True,"Phillips, 2021","Phillips, 2021"
5574,11.75,0.64,0.002,6.43,True,"Phillips, 2021","Phillips, 2021"
5575,74.22,1.42,0.001,188.02,True,"Phillips, 2021","Phillips, 2021"
5576,17.3,0.5,0.002,16.4,True,"Phillips, 2021","Phillips, 2021"
5577,7.0,0.7,0.012,8.5,True,"Phillips, 2021","Phillips, 2021"
5578,25.1,0.4,0.005,15.5,True,"Phillips, 2021","Phillips, 2021"
5579,4.6,0.5,0.004,2.2,True,"Phillips, 2021","Phillips, 2021"
5580,74.7,1.0,0.001,104.8,True,"Phillips, 2021","Phillips, 2021"
5581,10.1,0.5,0.016,7.5,True,"Phillips, 2021","Phillips, 2021"
5582,7.6,0.9,0.003,3.4,True,"Phillips, 2021","Phillips, 2021"
5583,3.6,0.5,0.0069999999999999,1.3,True,"Phillips, 2021","Phillips, 2021"
5584,49.89,0.9,0.003,65.41,True,"Phillips, 2021","Phillips, 2021"
5585,107.0,5.0,0.00022,700.0,True,"Phillips, 2021","Phillips, 2021"
5586,23.0,2.0,0.00125,40.0,True,"Phillips, 2021","Phillips, 2021"
5587,104.0,1.36,0.0014,255.0,True,"Phillips, 2021","Phillips, 2021"
5588,87.0,1.98,0.00159,354.0,True,"Phillips, 2021","Phillips, 2021"
5589,242.0,4.6,0.00056,2661.0,True,"Phillips, 2021","Phillips, 2021"
5590,333.0,4.64,0.00026,2280.0,True,"Phillips, 2021","Phillips, 2021"
5591,356.0,4.24,0.00032,2718.0,True,"Phillips, 2021","Phillips, 2021"
5592,48.0,0.98,0.0015,40.0,True,"Phillips, 2021","Phillips, 2021"
5593,111.0,3.86,0.0005,733.0,True,"Phillips, 2021","Phillips, 2021"
5594,311.0,4.63,0.00047,2890.0,True,"Phillips, 2021","Phillips, 2021"
5595,493.0,6.77,0.00056,9628.0,True,"Phillips, 2021","Phillips, 2021"
5596,52.0,1.93,0.000471,416.99,True,"Phillips, 2021","Phillips, 2021"
5597,2286.0,48.12,8.75e-06,216340.71,True,"Phillips, 2021","Phillips, 2021"
5598,26.7,1.89,0.00025,35.0,True,"Phillips, 2021","Phillips, 2021"
5599,22.77,1.1,0.0008,23.42,True,"Phillips, 2021","Phillips, 2021"
5600,138.0,4.25,0.0004,875.0,True,"Phillips, 2021","Phillips, 2021"
5601,34.024824,1.228344,0.0025,60.31488324096,True,"Phillips, 2021","Phillips, 2021"
5602,7.65048,0.56388,0.0186,5.861587244543999,True,"Phillips, 2021","Phillips, 2021"
5603,11.59764,0.694944,0.0074,16.14060255744,True,"Phillips, 2021","Phillips, 2021"
5604,21.500592,0.768096,0.0043,25.4851619328,True,"Phillips, 2021","Phillips, 2021"
